ProductKey,Product Code,Product Name,ProductSubcategoryKey,Manufacturer,Brand,Color,Weight,Weight Unit Measure,Unit Cost,Unit Price,Available Date
1747,"0702041","MGS Dungeon Siege X300",39,"Tailspin Toys","Tailspin Toys","Blue",,"",36.11,109,2006-05-08 00:00:00.000
1748,"0702042","MGS Classic Flight Collection X400",39,"Tailspin Toys","Tailspin Toys","Black",,"",36.11,109,2006-05-11 00:00:00.000
1749,"0702043","MGS Bicycle Board Games X500",39,"Tailspin Toys","Tailspin Toys","Grey",,"",36.11,109,2006-05-11 00:00:00.000
1750,"0702044","MGS Bicycle Card Games X600",39,"Tailspin Toys","Tailspin Toys","White",,"",36.11,109,2006-05-11 00:00:00.000
1751,"0702045","MGS Bicycle Casino Games X700",39,"Tailspin Toys","Tailspin Toys","Silver",,"",36.11,109,2005-05-07 00:00:00.000
1752,"0702046","MGS Flight Simulator 2002 M360",39,"Tailspin Toys","Tailspin Toys","Pink",,"",40.93,89,2006-05-11 00:00:00.000
1753,"0702047","MGS Racing Madness 2 M370",39,"Tailspin Toys","Tailspin Toys","Pink",,"",40.93,89,2005-01-04 00:00:00.000
1754,"0702048","MGS Zoo Tycoon M380",39,"Tailspin Toys","Tailspin Toys","Blue",,"",40.93,89,2005-01-04 00:00:00.000
1755,"0702049","MGS MechWarrior 4: Knight E121",39,"Tailspin Toys","Tailspin Toys","Black",,"",33.09,64.9,2006-05-08 00:00:00.000
1756,"0702050","MGS Age of Empires II Gold Edition E122",39,"Tailspin Toys","Tailspin Toys","Black",,"",33.09,64.9,2006-05-08 00:00:00.000
1757,"0702051","MGS MechCommander 2 E123",39,"Tailspin Toys","Tailspin Toys","Black",,"",28.5,55.9,2005-01-04 00:00:00.000
1758,"0702052","MGS Train Simulator E124",39,"Tailspin Toys","Tailspin Toys","White",,"",25.77,50.54,2005-05-07 00:00:00.000
1759,"0702053","MGS MechWarrior 4: Vengeance X800",39,"Tailspin Toys","Tailspin Toys","Purple",,"",34.75,104.89,2006-05-11 00:00:00.000
1760,"0702054","MGS Return of Arcade Anniversary Edition M390",39,"Tailspin Toys","Tailspin Toys","Blue",,"",43.6,94.8,2005-01-04 00:00:00.000
1761,"0702055","MGS Combat Flight Simulator 2 M400",39,"Tailspin Toys","Tailspin Toys","Black",,"",33.75,73.39,2005-01-04 00:00:00.000
1762,"0702056","MGS Age of Empires II: The Conquerors Expansion E125",39,"Tailspin Toys","Tailspin Toys","Black",,"",16,31.39,2005-01-04 00:00:00.000
1763,"0702057","MGS Flight Simulator 2000 M410",39,"Tailspin Toys","Tailspin Toys","Pink",,"",45.87,99.75,2006-05-08 00:00:00.000
1764,"0702058","MGS Age of Empires II: The Age of Kings E126",39,"Tailspin Toys","Tailspin Toys","Blue",,"",23.86,46.8,2009-01-02 00:00:00.000
1765,"0702059","MGS Age of Empires Expansion: The Rise of Rome X900",39,"Tailspin Toys","Tailspin Toys","Blue",,"",198.39,598.8,2009-01-02 00:00:00.000
1766,"0702060","MGS Age of Empires 2008new M420",39,"Tailspin Toys","Tailspin Toys","Black",,"",24.83,54,2009-01-02 00:00:00.000
1767,"0702061","MGS Dal of Honor Airborne 2008 M430",39,"Tailspin Toys","Tailspin Toys","White",,"",15.64,34,2009-01-02 00:00:00.000
1768,"0702062","MGS Empires Collector's 2008 M440",39,"Tailspin Toys","Tailspin Toys","Purple",,"",15.64,34,2009-01-02 00:00:00.000
1769,"0702063","MGS Gears of War 2008 M450",39,"Tailspin Toys","Tailspin Toys","White",,"",15.64,34,2005-02-09 00:00:00.000
1770,"0702064","MGS Age of Empires III: The Asian Dynasties 2008 E126",39,"Tailspin Toys","Tailspin Toys","White",,"",17.33,34,2006-02-08 00:00:00.000
1771,"0702065","MGS Age of Empires III: The Asian Dynasties 2009 E127",39,"Tailspin Toys","Tailspin Toys","White",,"",17.33,34,2005-01-04 00:00:00.000
1772,"0702066","MGS Flight Simulator X Acceleration Expansion Pack 2009 E128",39,"Tailspin Toys","Tailspin Toys","Blue",,"",17.33,34,2005-02-08 00:00:00.000
1773,"0702067","MGS Zoo Tycoon 2: Extinct Animals 2008 E129",39,"Tailspin Toys","Tailspin Toys","Black",,"",21.92,43,2005-03-08 00:00:00.000
1774,"0702068","MGS Halo 2 for Windows Vista 2009 E130",39,"Tailspin Toys","Tailspin Toys","Silver",,"",21.92,43,2005-02-03 00:00:00.000
1775,"0702069","MGS Shadow-run 2008 E131",39,"Tailspin Toys","Tailspin Toys","Pink",,"",21.92,43,2006-02-09 00:00:00.000
1776,"0702070","MGS Age of Empires III: The War Chiefs 2007 E132",39,"Tailspin Toys","Tailspin Toys","Black",,"",21.92,43,2007-08-09 00:00:00.000
1777,"0702071","MGS Flight Simulator X 2008 E133",39,"Tailspin Toys","Tailspin Toys","Silver",,"",21.92,43,2008-02-09 00:00:00.000
1778,"0702072","MGS Zoo Tycoon 2: Zookeeper Collection 2008 E134",39,"Tailspin Toys","Tailspin Toys","Pink",,"",21.92,43,2009-01-09 00:00:00.000
1779,"0702073","MGS Zoo Tycoon2: Marine Mania Expansion Pack 2008 E135",39,"Tailspin Toys","Tailspin Toys","Blue",,"",21.92,43,2008-03-09 00:00:00.000
1780,"0702074","MGS Zoo Tycoon 2: African Adventure 2008 E136",39,"Tailspin Toys","Tailspin Toys","Blue",,"",21.92,43,2005-02-08 00:00:00.000
1781,"0702075","MGS Rise of Nations: Rise of Legends 2008 E137",39,"Tailspin Toys","Tailspin Toys","White",,"",21.92,43,2009-01-02 00:00:00.000
1782,"0702076","MGS Zoo Tycoon 2: End Range Species Expansion Pack 2008 E138",39,"Tailspin Toys","Tailspin Toys","Silver",,"",21.92,43,2007-01-04 00:00:00.000
1783,"0702077","MGS Age of Empires III 2008 E139",39,"Tailspin Toys","Tailspin Toys","White",,"",21.92,43,2005-01-05 00:00:00.000
1784,"0702078","MGS Fable: The Lost Chapters2008 E140",39,"Tailspin Toys","Tailspin Toys","White",,"",21.92,43,2006-03-08 00:00:00.000
1785,"0702079","MGS Dungeon 2007 E141",39,"Tailspin Toys","Tailspin Toys","Silver",,"",21.92,43,2005-02-09 00:00:00.000
1786,"0702080","MGS Zoo Tycoon 2008 E142",39,"Tailspin Toys","Tailspin Toys","Pink",,"",21.92,43,2006-02-08 00:00:00.000
1787,"0702081","MGS Rise of Nations: Gold Edition 2009 E143",39,"Tailspin Toys","Tailspin Toys","Pink",,"",21.92,43,2005-01-04 00:00:00.000
1788,"0702082","MGS Age of Mythology: Gold Edition 2009 E144",39,"Tailspin Toys","Tailspin Toys","Silver",,"",21.92,43,2005-01-08 00:00:00.000
1789,"0702083","MGS Rise of Nations: Thrones and Patriots2009 E145",39,"Tailspin Toys","Tailspin Toys","Yellow",,"",21.92,43,2006-05-06 00:00:00.000
1790,"0702084","MGS Dungeon Siege: Legends of Aranna 2009 E146",39,"Tailspin Toys","Tailspin Toys","Silver",,"",21.92,43,2006-05-11 00:00:00.000
1791,"0702085","MGS Kings & Myths: The Age Collection2009 E147",39,"Tailspin Toys","Tailspin Toys","Pink",,"",21.92,43,2006-05-12 00:00:00.000
1792,"0702086","MGS Age of Mythology: The Titans Expansion 2009 E148",39,"Tailspin Toys","Tailspin Toys","Pink",,"",21.92,43,2007-04-05 00:00:00.000
1793,"0702087","MGS Halo: Combat Evolved2009 E149",39,"Tailspin Toys","Tailspin Toys","Pink",,"",21.92,43,2007-04-05 00:00:00.000
1794,"0702088","MGS Zoo Tycoon Complete Collection2009 E150",39,"Tailspin Toys","Tailspin Toys","Silver",,"",21.92,43,2009-01-02 00:00:00.000
1795,"0702089","MGS Flight Simulator 2009: A Century of Flight E151",39,"Tailspin Toys","Tailspin Toys","Silver",,"",21.92,43,2009-01-03 00:00:00.000
1796,"0702090","MGS Rise of Nations2009 E152",39,"Tailspin Toys","Tailspin Toys","Silver",,"",21.92,43,2005-01-04 00:00:00.000
1797,"0702091","MGS Freelancer 2009 E153",39,"Tailspin Toys","Tailspin Toys","Silver",,"",21.92,43,2006-05-06 00:00:00.000
1798,"0702092","MGS Impossible Creatures2009 E154",39,"Tailspin Toys","Tailspin Toys","Black",,"",21.92,43,2005-01-02 00:00:00.000
1799,"0702093","MGS RalliSport Challenge2009 E155",39,"Tailspin Toys","Tailspin Toys","Silver",,"",13.26,26,2007-04-05 00:00:00.000
1800,"0702094","MGS MechCollection2009 E156",39,"Tailspin Toys","Tailspin Toys","White",,"",16.31,32,2009-01-02 00:00:00.000
1801,"0702095","MGS MechWarrior4: Mercenaries2009 E157",39,"Tailspin Toys","Tailspin Toys","White",,"",16.31,32,2007-01-04 00:00:00.000
1802,"0702096","MGS Age of Mythology 2009 E158",39,"Tailspin Toys","Tailspin Toys","White",,"",16.31,32,2005-01-05 00:00:00.000
1803,"0702097","MGS Combat Flight Simulator 2009 E159",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2006-03-08 00:00:00.000
1804,"0702098","MGS Zoo Tycoon Marine Mania 2009 E160",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2006-02-08 00:00:00.000
1805,"0702099","MGS MechWarrior 4 Mach Paks2009 E161",39,"Tailspin Toys","Tailspin Toys","Green",,"",16.31,32,2005-01-04 00:00:00.000
1806,"0702100","MGS Zoo Tycoon Dinosaur Digs2009 E162",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2005-02-08 00:00:00.000
1807,"0702101","MGS Dungeon Siege 2009 E163",39,"Tailspin Toys","Tailspin Toys","Gold",,"",16.31,32,2005-03-08 00:00:00.000
1808,"0702102","MGS Classic Flight Collection2009 E164",39,"Tailspin Toys","Tailspin Toys","Pink",,"",16.31,32,2005-02-03 00:00:00.000
1809,"0702103","MGS Bicycle Board Games2009 E165",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2006-02-09 00:00:00.000
1810,"0702104","MGS Bicycle Card Games2009 E166",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2007-08-09 00:00:00.000
1811,"0702105","MGS Bicycle Casino Games2009 E167",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2008-02-09 00:00:00.000
1812,"0702106","MGS Flight Simulator 2009 E168",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2009-01-09 00:00:00.000
1813,"0702107","MGS Racing Madness 2009 E169",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2008-03-09 00:00:00.000
1814,"0702108","MGS Zoo Tycoon2009 E170",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2005-02-08 00:00:00.000
1815,"0702109","MGS MechWarrior 4:Knight2009 E171",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2009-01-02 00:00:00.000
1816,"0702110","MGS Age of Empires II Gold Edition2009 E172",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2007-01-04 00:00:00.000
1817,"0702111","MGS MechCommander 2009 E173",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2005-01-05 00:00:00.000
1818,"0702112","MGS Train Simulator 2009 E174",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2006-03-08 00:00:00.000
1819,"0702113","MGS MechWarrior 4: Vengeance 2009 E175",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2005-02-09 00:00:00.000
1820,"0702114","MGS Return of Arcade Anniversary Edition 2009 E176",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2006-02-08 00:00:00.000
1821,"0702115","MGS Combat Flight Simulator 2009 E177",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2005-01-04 00:00:00.000
1822,"0702116","MGS Age of Empires II: The Conquerors Expansion 2009 E178",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2005-02-08 00:00:00.000
1823,"0702117","MGS Flight Simulator 2009 E179",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2009-01-02 00:00:00.000
1824,"0702118","MGS Age of Empires II: The Age of Kings 2009 E180",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2007-01-04 00:00:00.000
1825,"0702119","MGS Age of Empires Expansion: The Rise of Rome 2009 E181",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2005-01-05 00:00:00.000
1826,"0702120","MGS Age of Empires, 2009 E182",39,"Tailspin Toys","Tailspin Toys","Blue",,"",16.31,32,2006-03-08 00:00:00.000
842,"0308100","Contoso Bright Light battery E20 Black",22,"Contoso, Ltd","Contoso","Black",,"",13.71,26.9,2005-01-31 00:00:00.000
843,"0308101","Contoso Bright Light battery E20 blue",22,"Contoso, Ltd","Contoso","Blue",,"",13.71,26.9,2005-01-31 00:00:00.000
844,"0308102","Contoso Bright Light battery E20 Pink",22,"Contoso, Ltd","Contoso","Pink",,"",13.71,26.9,2005-01-31 00:00:00.000
845,"0308103","Contoso Bright Light battery E20 White",22,"Contoso, Ltd","Contoso","White",,"",13.71,26.9,2005-01-31 00:00:00.000
846,"0308104","Contoso Ultraportable Neoprene Sleeve E30 Black",22,"Contoso, Ltd","Contoso","Black",,"",7.95,15.6,2006-02-03 00:00:00.000
847,"0308105","Contoso Ultraportable Neoprene Sleeve E30 Pink",22,"Contoso, Ltd","Contoso","Pink",,"",7.95,15.6,2008-05-15 00:00:00.000
848,"0308106","Contoso Ultraportable Neoprene Sleeve E30 Yellow",22,"Contoso, Ltd","Contoso","Yellow",,"",7.95,15.6,2006-05-21 00:00:00.000
849,"0308107","Contoso Ultraportable Neoprene Sleeve E30 Green",22,"Contoso, Ltd","Contoso","Green",,"",7.95,15.6,2007-06-11 00:00:00.000
850,"0308108","Contoso Laptop Keyboard X105 Black",22,"Contoso, Ltd","Contoso","Black",,"",76.5,230.9,2008-02-05 00:00:00.000
851,"0308109","Contoso Laptop Keyboard X105 White",22,"Contoso, Ltd","Contoso","White",,"",76.5,230.9,2008-02-05 00:00:00.000
852,"0308110","Contoso Laptop Keyboard X105 Brown",22,"Contoso, Ltd","Contoso","Brown",,"",76.5,230.9,2008-02-05 00:00:00.000
853,"0308111","Contoso Laptop Keyboard X105 Silver",22,"Contoso, Ltd","Contoso","Silver",,"",76.5,230.9,2008-02-05 00:00:00.000
854,"0308112","Contoso Multimedia Speakers M25 Brown",22,"Contoso, Ltd","Contoso","Brown",,"",59.32,129,2007-08-08 00:00:00.000
855,"0308113","Contoso Multimedia Speakers M25 Blue",22,"Contoso, Ltd","Contoso","Blue",,"",59.32,129,2007-08-08 00:00:00.000
856,"0308114","Contoso Multimedia Speakers M25 Black",22,"Contoso, Ltd","Contoso","Black",,"",59.32,129,2007-08-08 00:00:00.000
857,"0308115","Contoso Multimedia Speakers M25 White",22,"Contoso, Ltd","Contoso","White",,"",59.32,129,2007-08-08 00:00:00.000
858,"0308116","Contoso Wireless Notebook Optical Mouse M35 Black",22,"Contoso, Ltd","Contoso","Black",,"",13.77,29.95,2008-07-06 00:00:00.000
859,"0308117","Contoso Wireless Notebook Optical Mouse M35 White",22,"Contoso, Ltd","Contoso","White",,"",13.77,29.95,2008-07-06 00:00:00.000
860,"0308118","Contoso Wireless Notebook Optical Mouse M35 Blue",22,"Contoso, Ltd","Contoso","Blue",,"",13.77,29.95,2008-07-06 00:00:00.000
861,"0308119","Contoso Wireless Notebook Optical Mouse M35 Silver",22,"Contoso, Ltd","Contoso","Silver",,"",13.77,29.95,2008-07-06 00:00:00.000
862,"0308120","Contoso Wireless Notebook Optical Mouse M35 Orange",22,"Contoso, Ltd","Contoso","Orange",,"",13.77,29.95,2008-07-06 00:00:00.000
863,"0308121","Contoso Optical USB Mouse M45 Black",22,"Contoso, Ltd","Contoso","Black",,"",23.45,50.99,2007-03-26 00:00:00.000
864,"0308122","Contoso Optical USB Mouse M45 White",22,"Contoso, Ltd","Contoso","White",,"",23.45,50.99,2007-03-26 00:00:00.000
865,"0308123","Contoso Optical USB Mouse M45 Grey",22,"Contoso, Ltd","Contoso","Grey",,"",23.45,50.99,2007-03-26 00:00:00.000
866,"0308124","Contoso Wireless Laser Mouse M55 Black",22,"Contoso, Ltd","Contoso","Black",,"",32.19,69.99,2008-03-08 00:00:00.000
867,"0308125","Contoso Wireless Laser Mouse M55 White",22,"Contoso, Ltd","Contoso","White",,"",32.19,69.99,2008-08-01 00:00:00.000
868,"0308126","Contoso Wireless Laser Mouse M55 Grey",22,"Contoso, Ltd","Contoso","Grey",,"",32.19,69.99,2009-02-05 00:00:00.000
869,"0308127","Contoso Wireless Laser Mouse M55 Silver",22,"Contoso, Ltd","Contoso","Silver",,"",32.19,69.99,2005-06-05 00:00:00.000
870,"0308128","Contoso Wireless Laser Mouse E50 Black",22,"Contoso, Ltd","Contoso","Black",,"",10.69,20.96,2007-07-07 00:00:00.000
871,"0308129","Contoso Wireless Laser Mouse E50 White",22,"Contoso, Ltd","Contoso","White",,"",10.69,20.96,2007-07-07 00:00:00.000
872,"0308130","Contoso Wireless Laser Mouse E50 Silver",22,"Contoso, Ltd","Contoso","Silver",,"",10.69,20.96,2007-07-07 00:00:00.000
873,"0308131","Contoso Wireless Laser Mouse E50 Grey",22,"Contoso, Ltd","Contoso","Grey",,"",10.69,20.96,2007-07-07 00:00:00.000
874,"0308132","Contoso Wireless Notebook Optical Mouse X205 Black",22,"Contoso, Ltd","Contoso","Black",,"",43.06,129.95,2009-06-16 00:00:00.000
875,"0308133","Contoso Wireless Notebook Optical Mouse X205 White",22,"Contoso, Ltd","Contoso","White",,"",43.06,129.95,2009-06-16 00:00:00.000
876,"0308134","Contoso Wireless Notebook Optical Mouse X205 Blue",22,"Contoso, Ltd","Contoso","Blue",,"",43.06,129.95,2009-06-16 00:00:00.000
877,"0308135","Contoso Wireless Notebook Optical Mouse X205 Silver",22,"Contoso, Ltd","Contoso","Silver",,"",43.06,129.95,2009-06-16 00:00:00.000
878,"0308136","Contoso Wireless Notebook Optical Mouse X205 Orange",22,"Contoso, Ltd","Contoso","Orange",,"",43.06,129.95,2009-06-16 00:00:00.000
879,"0308137","Contoso Optical Wheel OEM PS/2 Mouse E60 Grey",22,"Contoso, Ltd","Contoso","Grey",,"",6.63,13,2006-03-03 00:00:00.000
880,"0308138","Contoso Optical Wheel OEM PS/2 Mouse E60 Black",22,"Contoso, Ltd","Contoso","Black",,"",6.63,13,2006-03-03 00:00:00.000
881,"0308139","Contoso Optical Wheel OEM PS/2 Mouse E60 White",22,"Contoso, Ltd","Contoso","White",,"",6.63,13,2006-03-03 00:00:00.000
882,"0308140","Contoso Optical Wheel OEM PS/2 Mouse E60 Silver",22,"Contoso, Ltd","Contoso","Silver",,"",6.63,13,2006-03-03 00:00:00.000
883,"0308141","Contoso Bluetooth Notebook Mouse X305 Black",22,"Contoso, Ltd","Contoso","Black",,"",49.7,150,2008-09-21 00:00:00.000
884,"0308142","Contoso Bluetooth Notebook Mouse X305 White",22,"Contoso, Ltd","Contoso","White",,"",49.7,150,2008-09-21 00:00:00.000
885,"0308143","Contoso Bluetooth Notebook Mouse X305 Silver",22,"Contoso, Ltd","Contoso","Silver",,"",49.7,150,2008-09-21 00:00:00.000
886,"0308144","Contoso Bluetooth Notebook Mouse X305 Grey",22,"Contoso, Ltd","Contoso","Grey",,"",49.7,150,2008-09-21 00:00:00.000
887,"0308145","Contoso Bluetooth Notebook Mouse E70 Black",22,"Contoso, Ltd","Contoso","Black",,"",25.49,50,2007-05-31 00:00:00.000
888,"0308146","Contoso Bluetooth Notebook Mouse E70 White",22,"Contoso, Ltd","Contoso","White",,"",25.49,50,2007-05-31 00:00:00.000
889,"0308147","Contoso Bluetooth Notebook Mouse E70 Silver",22,"Contoso, Ltd","Contoso","Silver",,"",25.49,50,2007-05-31 00:00:00.000
890,"0308148","Contoso Bluetooth Notebook Mouse E70 Grey",22,"Contoso, Ltd","Contoso","Grey",,"",25.49,50,2007-05-31 00:00:00.000
891,"0308149","SV Rechargeable Bluetooth Notebook Mouse E80 Silver",22,"Southridge Video","Southridge Video","Silver",,"",30.58,59.99,2009-01-22 00:00:00.000
892,"0308150","SV Rechargeable Bluetooth Notebook Mouse E80 Black",22,"Southridge Video","Southridge Video","Black",,"",30.58,59.99,2009-01-22 00:00:00.000
893,"0308151","SV Rechargeable Bluetooth Notebook Mouse E80 White",22,"Southridge Video","Southridge Video","White",,"",30.58,59.99,2009-01-22 00:00:00.000
894,"0308152","SV Rechargeable Bluetooth Notebook Mouse E80 Grey",22,"Southridge Video","Southridge Video","Grey",,"",30.58,59.99,2009-01-22 00:00:00.000
895,"0308153","SV Keyboard E90 Silver",22,"Southridge Video","Southridge Video","Silver",,"",21.28,41.73,2005-05-31 00:00:00.000
896,"0308154","SV Keyboard E90 White",22,"Southridge Video","Southridge Video","White",,"",21.28,41.73,2005-05-31 00:00:00.000
897,"0308155","SV Keyboard E90 Black",22,"Southridge Video","Southridge Video","Black",,"",21.28,41.73,2005-05-31 00:00:00.000
898,"0308156","SV Keyboard E90 Grey",22,"Southridge Video","Southridge Video","Grey",,"",21.28,41.73,2005-05-31 00:00:00.000
899,"0308157","SV Keyboard E10 Silver",22,"Southridge Video","Southridge Video","Silver",,"",22.43,44,2006-11-12 00:00:00.000
900,"0308158","SV Keyboard E10 White",22,"Southridge Video","Southridge Video","White",,"",22.43,44,2006-11-12 00:00:00.000
901,"0308159","SV Keyboard E10 Black",22,"Southridge Video","Southridge Video","Black",,"",22.43,44,2006-11-12 00:00:00.000
