StockItemID,Stock Item Name,TaxRate,UnitPrice,Suggested Retail Price,TypicalWeightPerUnit
187,"Express post box 5kg (White) 350x280x130mm",15,0.95,1.42,0.2
188,"3 kg Courier post bag (White) 300x190x95mm",15,0.66,0.99,0.1
189,"Clear packaging tape 48mmx75m",15,2.9,4.34,0.5
190,"Clear packaging tape 48mmx100m",15,3.5,5.23,0.7
191,"Black and orange fragile despatch tape 48mmx75m",15,3.7,5.53,0.5
192,"Black and orange fragile despatch tape 48mmx100m",15,4.1,6.13,0.7
193,"Black and orange glass with care despatch tape 48mmx75m",15,3.7,5.53,0.5
194,"Black and orange glass with care despatch tape  48mmx100m",15,4.1,6.13,0.7
195,"Black and orange handle with care despatch tape  48mmx75m",15,3.7,5.53,0.5
196,"Black and orange handle with care despatch tape  48mmx100m",15,4.1,6.13,0.7
197,"Black and orange this way up despatch tape 48mmx75m",15,3.7,5.53,0.5
198,"Black and orange this way up despatch tape  48mmx100m",15,4.1,6.13,0.7
199,"Black and yellow heavy despatch tape  48mmx75m",15,3.7,5.53,0.5
200,"Black and yellow heavy despatch tape 48mmx100m",15,4.1,6.13,0.7
201,"Red and white urgent despatch tape 48mmx75m",15,3.7,5.53,0.5
202,"Red and white urgent  heavy despatch tape  48mmx100m",15,4.1,6.13,0.7
203,"Tape dispenser (Black)",15,32,47.84,1
204,"Tape dispenser (Red)",15,32,47.84,1
205,"Tape dispenser (Blue)",15,32,47.84,1
206,"Permanent marker black 5mm nib (Black) 5mm",15,2.7,4.04,0.1
207,"Permanent marker blue 5mm nib (Blue) 5mm",15,2.7,4.04,0.1
208,"Permanent marker red 5mm nib (Red) 5mm",15,2.7,4.04,0.1
209,"Packing knife with metal insert blade (Yellow) 9mm",15,1.89,2.83,0.5
210,"Packing knife with metal insert blade (Yellow) 18mm",15,2.4,3.59,0.5
211,"Small 9mm replacement blades 9mm",15,4.1,6.13,0.7
212,"Large  replacement blades 18mm",15,4.3,6.43,0.8
213,"Air cushion film 200mmx100mm 325m",15,87,130.07,5
214,"Air cushion film 200mmx200mm 325m",15,90,134.55,6
215,"Air cushion machine (Blue)",15,1899,2839.01,10
216,"Void fill 100 L bag (White) 100L",15,12.5,18.69,0.25
217,"Void fill 200 L bag (White) 200L",15,25,37.38,0.5
218,"Void fill 300 L bag (White) 300L",15,37.5,56.06,0.75
219,"Void fill 400 L bag (White) 400L",15,50,74.75,1
220,"Novelty chilli chocolates 250g",10,8.55,12.23,0.25
221,"Novelty chilli chocolates 500g",10,14.5,20.74,0.5
222,"Chocolate beetles 250g",10,8.55,12.23,0.25
223,"Chocolate echidnas 250g",10,8.55,12.23,0.25
224,"Chocolate frogs 250g",10,8.55,12.23,0.25
225,"Chocolate sharks 250g",10,8.55,12.23,0.25
226,"White chocolate snow balls 250g",10,8.55,12.23,0.25
227,"White chocolate moon rocks 250g",10,8.55,12.23,0.25
