GeographyKey|GeographyType|ContinentName|CityName|StateProvinceName|RegionCountryName|Geometry|ETLLoadID|LoadDate|UpdateDate
281|Country/Region|Asia|||Taiwan|0x0000000001040D0000006F9EC828CE135E40602E669E748A3640D1A6E16ADA345E4056426163F3EC3540F2EF297DFE3D5E40A16676AC7C91364074E70ABBEE5C5E402D779C308E53374025AFF7ECE4755E407FA6757C78793840E5A327EA7C745E4085A3B83B19D93840B6005C0117805E40C8E9498DE1013940F42AEBCB5E|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
282|Country/Region|Asia|||Thailand|0x00000000010471000000656573DAAC6C594050B2BF36EC081740F6E317FA7E7C59405736C3176D791740E72F140DFD8559406EFD8E0950F21840A416C3C6D4625940958062EAB4621B40420EAA84C8415940958062EAB4621B40412D694CA8255940AC1AEED0F7D51C40E0D850371C1B5940A985AC6B57A31C401F5D6018A4|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
283|Country/Region|Asia|||Turkmenistan|0x00000000010438000000C71C154999A34E40785DDF6003CE4140AD2A900C56054F4017AF463537B841404F3E7951CA274F40F584BDEAF2924140D2E95ABC3A5D4F4076F5DD0603A14140F66D641DBF8D4F40F7BF7E3953BA4140D67E9C21DB8F4F403B6090A15BEE414060014D412C205040BE0B720CCC23424082A4156A90|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
284|Country/Region|Europe|||Denmark       |0x0000000001048D000000000000005CF6254000000000319C4C40000000C00C6426400000001825A84C40000000807BB8254000000008D1A14C40000000005CF6254000000000319C4C405BD1991566E520400EFA8581E25A4C40000000C012592140000000B808794C4000000080143A2240000000D018874C400000008049|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
285|Country/Region|Europe|||France|0x0000000001047A00000000000000202C0040000000207A2D454000000000B2660940000000400638454000000000F0AF0740000000A00E6C45400000000072A70840000000E0E288454000000000C0BA0F40000000405BC5454000000000859C12400000002027AE454000000000C6D412400000006093C945400000000047|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
286|Country/Region|Europe|||Germany |0x00000000010477000000000000801D9F2640000000302E344B40000000005D7D2640000000406E3F4B40000000006C04264000000040823A4B40000000801D9F2640000000302E344B400000000065882A40000000007E204B4000000000A7742B40000000104E234B4000000080B6282B4000000040823A4B400000008086|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
287|Country/Region|Europe|||Greece |0x000000000104B500000000000040A1A4384000000050F44844400000008061C6384000000060B050444000000040A1A4384000000090C865444000000000E1823840000000703454444000000040A1A4384000000050F4484440000000C0725B39400000009067E44340000000008B703940000000C08700444000000000B2|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
288|Country/Region|Europe|||the Netherlands|0x0000000001044300000000000040898B144000000028B8304A4000000000ECED15400000005854494A40AF1C08F8184B14406413F82448514A4012318D48C6351440615F994477504A4000000000696F144000000040C83E4A4000000040898B144000000028B8304A40000000800BB0154000000008F4214A4000000000ED|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
289|Country/Region|Europe|||Ireland |0x00000000010446000000000000C0C7E223C0000000A861F14A4000000080C83C24C0000000C825004B4000000000B98824C0000000C0A1FC4A40000000C0C7E223C0000000A861F14A400000004017A223C0000000382FB9494000000000257522C00000004067BD494000000040719F20C00000008027DF4940000000C0B1|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
290|Country/Region|Europe|||Italy    |0x00000000010476000000CB00F14B1C201E40BA0F808D4BE44540771D414DB02320403B80A0A95BF245400CED2B01A37D2140DFA10A3290364640B7756163B82E24409C01F9C98702464047754963AA2E2540F3C38CBAD27A45405AF3D2C26C5E264050FCA248DE414540588BD1686C3126402F861A2B1A334540E9117A8A3E|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
291|Country/Region|Europe|||Malta||1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
292|Country/Region|Europe|||Poland |0x0000000001043E0000004F396D542BA72D40926244A2A66E49405AD972BC2C5B2E4074FA3CC8A2814940E119968C3DC32E40320E2C8D1A6449403FA7E2ACE85430401198A36F565549408193F3E770723040103E2359164A4940FEBAD17160373040AF8F8A2D4A344940441D654AA9A330404C5A31E09D0D4940CA0308047A|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
293|Country/Region|Europe|||Portugal|0x0000000001043100000023EDEBF5A27D21C08BBE30B925FA4440A71F8E82F3C321C06AEE278521E044402085EA9BA25021C0C1B0BB756C5844402E60B152042C22C0386217629BCE434036C5F56BA5B822C0D659FE1F8FAD4340BA9D17E2B5F322C011C20B7A965A43402FE77174E43C22C051CDDB7CFE5B4340ABE10FF333|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
294|Country/Region|Europe|||Romania |0x0000000001042B0000003F8D82A6A8513840B9B5FF760BD9454093431C14738839401983576AB7D245401C19814924233A403BDA20C09BFD45402B4EC816C6093B40FD8251EAB312464083A7242DF1943C405AE8A7835FDF4540C40C754699A13C40DE1A4A10B0254640496C57DE89ED3C40C06643632C4F4640860F2687F1|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
295|Country/Region|Europe|||Russia|0x0000000001045D0800000000000090074D40000000C0006C5440000000000CB84D40000000C07074544000000000C0F14C40000000C0686D54400000000090074D40000000C0006C544000000000BC194F40000000C0EA6354400000000094E34E40000000C014675440000000001CD44E40000000C0BA66544000000000BC|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
296|Country/Region|Europe|||Slovenia|0x000000000104130000002B781BE4066F2B400850975D55CC4640A772B962562E2B40E7D90E4091BD4640C1470698F9C82C4087DF764145BE4640C8CB09797A392D402999DF6F79D54640DAC2D2B65C582E40A7A1FE3189B64640DE0B15497DA12E402AF35F86B9E046406B1C3BCD8E632F402A4DE09CF9EB464069957AABAE|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
297|Country/Region|Europe|||Spain|0x0000000001047A00000020D2E3C7387AFCBF965E362127AE4540C0CD495DB23909C0F658CE1F73AD4540F793E54E79B20CC078F62E4723C14540377FD014E40F12C0F7850E2B13B345408D63FBCD6E6C17C01983576AB7D24540D95B214C782B1CC097E5F64207BF45400FC83C27FF981FC03AF9DF877BE14540153F654AE1|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
298|Country/Region|Europe|||Sweden |0x000000000104B800000000000000DEED2640000000E079084D40B6136E7D979E2740D9C968AA1C1C4D40FA2A2745484A2740EEDBD8BACB204D4000000000DEED2640000000E079084D4000000040B6203340000000A0A5EB4C40000000C026563340000000C01DFB4C400000004046183340000000C085FC4C4000000040B6|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
299|Country/Region|Europe|||Switzerland |0x0000000001041E000000865F8EA3F3CB194052476C9B3E6B4740722D0417B1851840304A235C9A4B474069F5FF08B0FE17408D8239EAA51247407C738968722E1940AF7F82294A324740967516A9B5CE1A408FBDFA38063A4740AC2E6157D8251C402BA760B339F74640E05FBBE3FE6B1F40EB9B90B0D1F546408317C7CBF1|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
300|Country/Region|Europe|||United Kingdom||1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
301|Country/Region|North America|||Canada|0x000000000104830D00005D91085A563950C0321E036BE0B7544000000080962E50C000000040B3B95440000000803E3B50C000000040F1B754405D91085A563950C0321E036BE0B754400000008049A950C0000000C0EA63544000000000239350C0000000C0526554400000008037BB50C0000000C0526554400000008049|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
302|Country/Region|North America|||United States|0x0000000001045705000000000000904965C000000000239E4F4000000000D55E65C000000000BFB64F4095885F00515F65C0E8DF4C8F6BB64F4000000000904965C000000000239E4F4000000000853565C000000080DE784F4000000000452A65C000000000CF974F4000000000081C65C00000000097934F400000000068|1|2009-09-28 19:51:53.790|2009-09-28 19:51:53.790
303|State/Province|Asia||Ahal Province|Turkmenistan||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
304|State/Province|Asia||Armenia|Armenia||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
305|State/Province|Asia||Beijing|China||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
306|State/Province|Asia||Chubu|Japan||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
307|State/Province|Asia||Chuy Province|Kyrgyzstan||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
308|State/Province|Asia||Damascus|Syria||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
309|State/Province|Asia||GuangDong|China||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
310|State/Province|Asia||Hokkaido|Japan||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
311|State/Province|Asia||Hong Kong|China||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
312|State/Province|Asia||Islamabad Capital Territory|Pakistan||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
313|State/Province|Asia||Kansai|Japan||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
314|State/Province|Asia||Kanto|Japan||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
315|State/Province|Asia||Krung Thep|Thailand||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
316|State/Province|Asia||Maharashtra|India||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
317|State/Province|Asia||Molonglo|Australia||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
318|State/Province|Asia||National Capital Territory of Delhi|India||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
319|State/Province|Asia||New South Wales|Australia||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
320|State/Province|Asia||Seoul-jikhalsi|South Korea||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
321|State/Province|Asia||Shanghai|China||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
322|State/Province|Asia||Singapore|Singapore||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
323|State/Province|Asia||Taiwan|Taiwan||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
324|State/Province|Asia||Tehran|Iran||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
325|State/Province|Asia||Thimphu District|Bhutan||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
326|State/Province|Asia||Tohoku|Japan||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
327|State/Province|Asia||West Bengal|India||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
328|State/Province|Asia||Xinjiang|China||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
329|State/Province|Asia||Yeongnam|South Korea||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
330|State/Province|Europe||Alpes-Maritimes|France||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
331|State/Province|Europe||Bas-Rhin|France||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
332|State/Province|Europe||Bavaria|Germany ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
333|State/Province|Europe||Bayern|Germany ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
334|State/Province|Europe||Berlin|Germany ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
335|State/Province|Europe||Bern|Switzerland ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
336|State/Province|Europe||Bucuresti|Romania ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
337|State/Province|Europe||Central Greece and Evvoia|Greece ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
338|State/Province|Europe||England |United Kingdom||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
339|State/Province|Europe||Hesse|Germany ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
340|State/Province|Europe||Ile-del-France|France||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
341|State/Province|Europe||Leinster|Ireland ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
342|State/Province|Europe||Lisboa Region|Portugal||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
343|State/Province|Europe||Ljubljana|Slovenia||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
344|State/Province|Europe||Lombardia|Italy    ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
345|State/Province|Europe||Madrid|Spain||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
346|State/Province|Europe||Midi-Pyrenees|France||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
347|State/Province|Europe||Moskovskaya oblast|Russia||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
348|State/Province|Europe||Nizhny Novgorod Oblast|Russia||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
349|State/Province|Europe||Noord-Holland|the Netherlands||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
350|State/Province|Europe||Nordrhein-Westfalen|Germany ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
351|State/Province|Europe||North Rhine-Westphalia|Germany ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
352|State/Province|Europe||Northwestern|Russia||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
353|State/Province|Europe||Pays de la Loire|France||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
354|State/Province|Europe||Provence-Alpes-Cote d'Azur|France||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
355|State/Province|Europe||Province of Florence|Italy    ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
356|State/Province|Europe||Province of Turin|Italy    ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
357|State/Province|Europe||Rhineland-Palatinate|Germany ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
358|State/Province|Europe||Rhone-Alpes |France||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
359|State/Province|Europe||Roma|Italy    ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
360|State/Province|Europe||Scotland|United Kingdom||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
361|State/Province|Europe||Staden Kobenhavn|Denmark       ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
362|State/Province|Europe||Stockholms|Sweden ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
363|State/Province|Europe||Valletta|Malta||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
364|State/Province|Europe||Venice|Italy    ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
365|State/Province|Europe||Warszawa|Poland ||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
366|State/Province|North America||Alaska|United States||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
367|State/Province|North America||Alberta|Canada||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
368|State/Province|North America||British Columbia|Canada||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
369|State/Province|North America||Colorado|United States|0x000000000104380000002671335FD88259C01220F8D41BD24240B15DEF81D08259C060D1FAC300DE424034120FABF28259C0483C4E407D204340B7419347EA8259C030113E3CB5214340DEDEFB9E0B8359C00851E2AEC84E43405A00E05B0B8359C05E08857DA55843401086AD5C228359C0E4B9B686BC844340F5FF545F10|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
370|State/Province|North America||Connecticut|United States|0x0000000001042800000049EA65F2F16152C02CD8F551E9C2444046066BB3D56252C0569ACB18C2AE4440A1C0A272376352C0C689265A95A54440213DBD85995E52C084E12508FA9A4440ABCE8F496A6E52C0F26F6F69D88C444013AD4C9ED66952C0EE6F22729D814440409CF63ACD6952C018842F52CB7F4440ACC0F1C9AE|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
371|State/Province|North America||Florida|United States|0x000000000104700100003B95684A483254C0489B487F02C93C400DF41E23364654C0819FC3850F5A3D40CD994347084754C094A2962A246E3D402E55CF06F64E54C0965D1D2E45AB3D4082EF58299A4F54C0DAB610DBE9BC3D4064106A60415454C0684D8E1849D43D40B9523B64605354C064A695CCBDE93D40E33F8075B2|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
372|State/Province|North America||Maine|United States|0x0000000001049800000073A3EEE4BE7151C0C7E798B17D094640CDE5A884127151C096CE20181C0646407583D26A337351C051F76E5B700346409C241266C57151C0EFF5F05848E5454059EFD9E2057051C0625D5B877FE1454032EF9103616E51C0B78620C169E4454044A714E3E76F51C03F0BC31F5AF24540BCED5BE31E|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
373|State/Province|North America||Maryland|United States|0x0000000001040C01000097CC4D4F7CED52C0D2B3103C28534340B6D8DAAF5FEE52C01F99AAB9466A43409C8FA5352AF052C08D1543ED21924340D1E2475BB9F052C016A6FC04BA9F4340DCCF5B9BEAF052C0A8CB16FFE1A543404EA2653C6EF152C0F23EC6050AB14340242DD949A1F252C01E042DA7A7DC4340C5F8B408E9|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
374|State/Province|North America||Massachusetts|United States|0x00000000010475000000065DCFDF6FD451C041563A4CD7E24440962FFD6F10D151C0586D3397F7DF4440B1FD0D8CA7CE51C0A46D9FBA95DA4440489D4A46B9CC51C00CC09919D9D644403076289F09C951C0FA0267FFDFD34440D05051187FC751C057A9E8AA1CBF4440B2EE596B13C051C0A2326B6F93C244402FB923A118|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
375|State/Province|North America||New Jersey|United States|0x0000000001047E0000007B012E5E50DF52C0004C987A80DB4340F3B4DDB77EE452C008C2D1F311CF4340EDAFDB6F11E152C0A0D6E94F85C8434042482E7960E352C04052B82CC9BE43404DC0D95F9ADA52C008F3C80FFFAF434090B66F65ADC752C0FF0674F7A3974340B257740CECC052C0797D80F8639943402CB9A776AA|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
376|State/Province|North America||New York|United States|0x000000000104D400000075ACBFD8D8F053C0C2ED7CC837224540B58E8606BFF053C05CF5B3C16500454001057E0631E753C01229692E13004540154C15ACCEC353C0E8CEB1EC250045405652BD54C9BA53C03ABE3AF7FAFF44407FC6F290869353C04CB5AE01EDFF444026870DA2128D53C0BAA79407C5FF4440EC6D2937AE|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
377|State/Province|North America||Ontario|Canada||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
378|State/Province|North America||Quebec|Canada||1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
379|State/Province|North America||South Carolina|United States|0x000000000104F80000006FF2192D9D7054C0EF3EA0410299404067025FAEDB7054C045EC3E2ABD954040F5CFC54A626F54C0E2ED6A718592404092A35EE9126D54C02BAC157ABC8F404064C180011A6754C00CF8EE7F3F8B40401AC05200226654C006CF90A80F8940406AD52E9ED76354C0626633CCC8874040D1BFABDD0C|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
380|State/Province|North America||Texas|United States|0x0000000001044F0300000B7AC8C0ED7F5AC0C49C7446D9643F407793E4C74B715AC03EC269A6C02B3F403E1AF990A3665AC0F6003EB028163F403956F16F83635AC0882E6C5898FF3E401BD84B7B365A5AC078F51CC413E73E407AA8513703595AC02441E1736CDA3E40BD90A64C1D545AC00A31C29A0FD13E409D9EFE4C70|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
381|State/Province|North America||Virginia|United States|0x000000000104960100009E67265538C953C04CE3F1D3E9454240251247AEF8B253C0C027191F974542404CF2B7E92CAF53C054A0295AEA4542402C25268B589D53C06B3010EA53454240BDB2B0C28A9453C05EF0B3B0D84542408294A9D4498353C0305FF94BBC4642408D137C24827953C0C62B02BBCB4642400FA10B73DF|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
382|State/Province|North America||Washington|United States|0x00000000010414010000ACA56C9EBA995EC08EF1DCE3D31C48405C7FE0C592975EC0AE9EBDEF66104840CEF5B633E38D5EC0F818FAC5F30048407061BB4EBA8E5EC046BA2FE80BFC474080FB411463935EC0EE39E29FA0F94740CEE5AC5C3F995EC094721B3618E34740D50184558C9A5EC0D6E1C7DC03D54740A6382D4C76|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
383|State/Province|North America||Wisconsin|United States|0x0000000001040C010000C2AE6554E8EF55C0B8CDC43E167B464093E1BC92B3E755C0019311C5F97E4640EA3545DA95E755C044EEC0764587464040F06AA133E555C076DCF52C1D8C46403EED2C7F8DEA55C03A315B7EF58D4640861D9E630FEB55C0EC3C5D8D019246406193C5E6B2EE55C0F2BFD3F89A9646404E6FC5E71D|1|2009-09-28 19:53:25.110|2009-09-28 19:53:25.110
384|State/Province|Asia||Tasmania|Australia||1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
385|State/Province|Europe||Hessen|Germany||1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
386|State/Province|North America||Mississippi|United States||1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
387|State/Province|Europe||Essonne|France||1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
388|State/Province|Europe||Hamburg|Germany||1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
389|State/Province|Europe||Hauts de Seine|France||1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
390|State/Province|North America||Ohio|United States||1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
391|State/Province|Europe||Seine Saint Denis|France||1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
392|State/Province|North America||Alabama|United States|0x0000000001048F000000725274FB7B4455C056760E600FFB3F40E75831FAA04355C0A9207363390240402370F2F9F74355C0CA8F48BD6606404014F7723DA04355C0B88B361BEA084040828A79BBF44255C089978575A20B404038C9157C694355C0D23526A735104040030CAD7A8F4155C00221CB82481540406964C73980|1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
393|State/Province|Europe||Garonne (Haute)|France||1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
394|State/Province|North America||Arizona|United States||1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
395|State/Province|Europe||Pas de Calais|France||1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
396|State/Province|North America||North Carolina|United States||1|2009-09-28 20:12:20.173|2009-09-28 20:12:20.173
