ProductKey|ProductLabel|ProductName|ProductDescription|ProductSubcategoryKey|Manufacturer|BrandName|ClassID|ClassName|StyleID|StyleName|ColorID|ColorName|Size|SizeRange|SizeUnitMeasureID|Weight|WeightUnitMeasureID|UnitOfMeasureID|UnitOfMeasureName|StockTypeID|StockTypeName|UnitCost|UnitPrice|AvailableForSaleDate|StopSaleDate|Status|ImageURL|ProductURL
11|101011|Contoso 4G MP3 Player E400 Orange|4GB flash memory and FM Radio, LCD Display with 7-Color Backlight, plays MP3 and WMA|1|Contoso, Ltd|Contoso|1|Economy|1.0|Product0101011|9|Orange|2.2 x 0.6 x 1.4| | |14.1|ounces|1|inches|2|Mid|30.58|59.99|2007-04-16 00:00:00.000||On||
12|101012|Contoso 4GB Flash MP3 Player E401 Blue|1.8'' color LCD, play MP3, WMA and Video MTV, and share JPG|1|Contoso, Ltd|Contoso|1|Economy|3.0|Product0101012|3|Blue|0.8 x 3.6 x 1.1| | |7.4|ounces|1|inches|2|Mid|35.72|77.68|2007-06-16 00:00:00.000||On||
13|101013|Contoso 4GB Flash MP3 Player E401 Black|1.8'' color LCD, play MP3, WMA and Video MTV, and share JPG|1|Contoso, Ltd|Contoso|1|Economy|4.0|Product0101013|2|Black|1.7 x 3.5 x 0.5| | |2.6|ounces|1|inches|2|Mid|35.72|77.68|2007-06-16 00:00:00.000||On||
14|101014|Contoso 4GB Flash MP3 Player E401 Silver|1.8'' color LCD, play MP3, WMA and Video MTV, and share JPG|1|Contoso, Ltd|Contoso|1|Economy|1.0|Product0101014|7|Silver|0.4 x 1.6 x 3.6| | |8.0|ounces|1|inches|2|Mid|35.72|77.68|2007-06-16 00:00:00.000||On||
15|101015|Contoso 4GB Flash MP3 Player E401 White|1.8'' color LCD, play MP3, WMA and Video MTV, and share JPG|1|Contoso, Ltd|Contoso|1|Economy|4.0|Product0101015|8|White|3.26 x 2.16 x .44| | |2.1|ounces|1|inches|2|Mid|35.72|77.68|2007-06-16 00:00:00.000||On||
16|101016|Contoso 8GB Super-Slim MP3/Video Player M800 White|"2"" color LCD, Touchpad, Plays music, video, photos and text"|1|Contoso, Ltd|Contoso|2|Regular|3.0|Product0101016|8|White|3.8 x 0.6 x 2.2| | |11.0|ounces|1|inches|2|Mid|50.56|109.95|2008-01-16 00:00:00.000||On||
17|101017|Contoso 8GB Super-Slim MP3/Video Player M800 Red|"2"" color LCD, Touchpad, Plays music, video, photos and text"|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101017|6|Red|3.8 x 0.6 x 2.2| | |11.0|ounces|1|inches|2|Mid|50.56|109.95|2008-01-16 00:00:00.000||On||
18|101018|Contoso 8GB Super-Slim MP3/Video Player M800 Green|"2"" color LCD, Touchpad, Plays music, video, photos and text"|1|Contoso, Ltd|Contoso|2|Regular|3.0|Product0101018|14|Green|3.1 x 1.9 x 0.3| | |2.1|ounces|1|inches|2|Mid|50.56|109.95|2008-01-16 00:00:00.000||On||
19|101019|Contoso 8GB Super-Slim MP3/Video Player M800 Pink|"2"" color LCD, Touchpad, Plays music, video, photos and text"|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101019|10|Pink|1.4 x 5 x 7| | |5.9|ounces|1|inches|2|Mid|50.56|109.95|2008-01-16 00:00:00.000||On||
20|101020|Contoso 8GB MP3 Player new model M820 Black|2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG  |1|Contoso, Ltd|Contoso|2|Regular|4.0|Product0101020|2|Black|5.5 x 1.7 x 5.3| | |1.0|pounds|1|inches|2|Mid|61.62|134.0|2008-03-20 00:00:00.000||On||
21|101021|Contoso 8GB MP3 Player new model M820 Blue|2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG  |1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101021|3|Blue|2.2 x 1.4 x 0.6| | |10.6|ounces|1|inches|2|Mid|61.62|134.0|2008-03-20 00:00:00.000||On||
22|101022|Contoso 8GB MP3 Player new model M820 Yellow|2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG  |1|Contoso, Ltd|Contoso|2|Regular|4.0|Product0101022|13|Yellow|2.2 x 1.4 x 0.6| | |1.0|ounces|1|inches|2|Mid|61.62|134.0|2008-03-20 00:00:00.000||On||
23|101023|Contoso 8GB MP3 Player new model M820 White|2'' LCD with blue-white LED, 320x240-pixel, plays music, video, photos and text, display JPEG, BMP, GIF, TIFF and PNG  |1|Contoso, Ltd|Contoso|2|Regular|3.0|Product0101023|8|White|3.5 x 1.7 x 0.5|||2.6|ounces|1|inches|2|Mid|61.62|134.0|2008-03-20 00:00:00.000||On||
24|101024|Contoso 16GB Mp5 Player M1600 Blue|"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV"|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101024|3|Blue|3.8 x 0.6 x 2.2|||11.0|ounces|1|inches|2|Mid|91.93|199.9|2009-03-11 00:00:00.000||On||
25|101025|Contoso 16GB Mp5 Player M1600 Black|"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV"|1|Contoso, Ltd|Contoso|2|Regular|3.0|Product0101025|2|Black|1.4 x 5 x 7|||5.9|ounces|1|inches|2|Mid|91.93|199.9|2009-03-11 00:00:00.000||On||
26|101026|Contoso 16GB Mp5 Player M1600 Green|"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV"|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101026|14|Green|0.6 x 1.5 x 2.2|||14.1|ounces|1|inches|2|Mid|91.93|199.9|2009-03-11 00:00:00.000||On||
27|101027|Contoso 16GB Mp5 Player M1600 White|"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV"|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101027|8|White|2.2 x 1.4 x 0.6|||8.0|ounces|1|inches|2|Mid|91.93|199.9|2009-03-11 00:00:00.000||On||
28|101028|Contoso 16GB Mp5 Player M1600 Red|"3"" 16:9 TFT Touch screen, 16GB flash memory, plays AVI/RM/RMVB/FLV"|1|Contoso, Ltd|Contoso|2|Regular|3.0|Product0101028|6|Red|1.2 x 0.8 x 2.8|||2.0|ounces|1|inches|2|Mid|91.93|199.9|2009-03-11 00:00:00.000||On||
29|101029|Contoso 32GB Video MP3 Player M3200 White|4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life|1|Contoso, Ltd|Contoso|2|Regular|3.0|Product0101029|8|White|1 x 1.6 x 3.7|||1.2|pounds|1|inches|2|Mid|84.49|255.0|2008-06-02 00:00:00.000||On||
30|101030|Contoso 32GB Video MP3 Player M3200 Red|4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101030|6|Red|2.2 x 1.5 x 0.6|||2.1|ounces|1|inches|2|Mid|84.49|255.0|2008-06-02 00:00:00.000||On||
31|101031|Contoso 32GB Video MP3 Player M3200 Orange|4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101031|9|Orange|2.6 x 2.5 x 0.6|||1.2|pounds|1|inches|2|Mid|84.49|255.0|2008-06-02 00:00:00.000||On||
32|101032|Contoso 32GB Video MP3 Player M3200 Pink|4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101032|10|Pink|0.7 x 3.6 x 2.8|||8.8|ounces|1|inches|2|Mid|84.49|255.0|2008-06-02 00:00:00.000||On||
33|101033|Contoso 32GB Video MP3 Player M3200 Black|4.3'' Touch screen, 32GB flash memory, beyond 30 hours battery life|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101033|2|Black|2.8 x 1.6 x 0.2|||10.1|ounces|1|inches|2|Mid|84.49|255.0|2008-06-02 00:00:00.000||On||
34|101034|Contoso 4GB Portable MP3 Player M450 Black|4GB built in memory, USB driver and earphone, play MP3, WMA|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101034|2|Black|1.07 x 1.62 x 0.41|||0.55|ounces|1|inches|2|Mid|48.92|95.95|2007-12-28 00:00:00.000||On||
35|101035|Contoso 4GB Portable MP3 Player M450 White|4GB built in memory, USB driver and earphone, play MP3, WMA|1|Contoso, Ltd|Contoso|2|Regular|2.0|Product0101035|8|White|9.2 x 7 x 1.8|||2.4|ounces|1|inches|2|Mid|48.92|95.95|2007-12-28 00:00:00.000||On||
36|101036|Contoso 4GB Portable MP3 Player M450 Yellow|4GB built in memory, USB driver and earphone, play MP3, WMA|1|Contoso, Ltd|Contoso|2|Regular|3.0|Product0101036|13|Yellow|3.5 x 2 x 0.5|||2.9|pounds|1|inches|2|Mid|48.92|95.95|2007-12-28 00:00:00.000||On||
37|101037|Contoso 8GB Clock & Radio MP3 Player X850 Silver|2.6'' Touch screen, 8GB flash memory, clock and radio, plays AVI/RM/RMVB|1|Contoso, Ltd|Contoso|3|Deluxe|3.0|Product0101037|7|Silver|3.5 x 1.6 x 0.3|||1.6|ounces|1|inches|2|Mid|99.14|299.23|2006-02-02 00:00:00.000||On||
38|101038|Contoso 8GB Clock & Radio MP3 Player X850 Black|2.6'' Touch screen, 8GB flash memory, clock and radio, plays AVI/RM/RMVB|1|Contoso, Ltd|Contoso|3|Deluxe|3.0|Product0101038|2|Black|9 x 2 x 8| | |2.0|pounds|1|inches|2|Mid|99.14|299.23|2006-02-02 00:00:00.000||On||
39|101039|Contoso 8GB Clock & Radio MP3 Player X850 Green|2.6'' Touch screen, 8GB flash memory, clock and radio, plays AVI/RM/RMVB|1|Contoso, Ltd|Contoso|3|Deluxe|1.0|Product0101039|14|Green|0.3 x 2.4 x 4.1| | |6.4|ounces|1|inches|2|Mid|99.14|299.23|2006-02-02 00:00:00.000||On||
40|101040|Contoso 8GB Clock & Radio MP3 Player X850 Blue|2.6'' Touch screen, 8GB flash memory, clock and radio, plays AVI/RM/RMVB|1|Contoso, Ltd|Contoso|3|Deluxe|4.0|Product0101040|3|Blue|4.1 x 2.4 x 0.4| | |5.0|ounces|1|inches|2|Mid|99.14|299.23|2006-02-02 00:00:00.000||On||
41|101041|Contoso 16GB New Generation MP5 Player M1650 Silver|2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101041|7|Silver|2.4 x 0.3 x 4.1| | |8.0|ounces|1|inches|2|Mid|106.69|232.0|2009-04-18 00:00:00.000||On||
42|101042|Contoso 16GB New Generation MP5 Player M1650 White|2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101042|8|White|12.9 x 61.1 x 108.2| | |12.0|ounces|1|inches|2|Mid|106.69|232.0|2009-04-18 00:00:00.000||On||
43|101043|Contoso 16GB New Generation MP5 Player M1650 Black|2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101043|2|Black|2.2 x 0.6 x 1.4| | |14.1|ounces|1|inches|2|Mid|106.69|232.0|2009-04-18 00:00:00.000||On||
44|101044|Contoso 16GB New Generation MP5 Player M1650 blue|2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF|1|Contoso, Ltd|Contoso|2|Regular|1.0|Product0101044|3|blue|2.2 x 1.8 x 4| | |1.0|pounds|1|inches|2|Mid|106.69|232.0|2009-04-18 00:00:00.000||On||
45|101045|Contoso 16GB New Generation MP5 Player M1650 Pink|2.4'' LCD Touch screen, 8GB flash memory, plays music, video, photos and text, share JPEG, BMP, GIF, TIFF|1|Contoso, Ltd|Contoso|2|Regular|4.0|Product0101045|10|Pink|4.1 x 2.4 x 0.4| | |5.0|ounces|1|inches|2|Mid|106.69|232.0|2009-04-18 00:00:00.000||On||
46|104001|WWI 1GB Pulse Smart pen E50 White|Record and link audio to be written, listen to recordings, share notes and recording with computer|4|Wide World Importers|Wide World Importers|1|Economy|1.0|Product0104001|8|White|6 x 0.5 x 0.5| | |1.3|ounces|1|inches|1|High|76.45|149.95|2006-05-12 00:00:00.000||On||
47|104002|WWI 1GBPulse Smart pen E50 Black|Record and link audio to be written, listen to recordings, share notes and recording with computer|4|Wide World Importers|Wide World Importers|1|Economy|5.0|Product0104002|2|Black|6 x 0.5 x 0.5| | |2.2|ounces|1|inches|1|High|76.45|149.95|2006-05-12 00:00:00.000||On||
48|104003|WWI 1GB Pulse Smart pen E50 Silver|Record and link audio to be written, listen to recordings, share notes and recording with computer|4|Wide World Importers|Wide World Importers|1|Economy|3.0|Product0104003|7|Silver|150X1x15| | |30.0|grams|2|mm|1|High|76.45|149.95|2006-05-12 00:00:00.000||On||
49|104004|WWI 2GB Pulse Smart pen M100 White|Record and link audio to be written, listen to recordings, share notes and recording with computer|4|Wide World Importers|Wide World Importers|2|Regular|4.0|Product0104004|8|White|5.1  x 2.4  x 3.9 | | |30.0|grams|2|mm|1|High|91.95|199.95|2007-03-02 00:00:00.000||On||
50|104005|WWI 2GB Pulse Smart pen M100 Black|Record and link audio to be written, listen to recordings, share notes and recording with computer|4|Wide World Importers|Wide World Importers|2|Regular|3.0|Product0104005|2|Black|3.8 x 5.5 x 1.8| | |2.2|ounces|1|inches|1|High|91.95|199.95|2007-03-02 00:00:00.000||On||
51|104006|WWI 2GB Pulse Smart pen M100 Blue|Record and link audio to be written, listen to recordings, share notes and recording with computer|4|Wide World Importers|Wide World Importers|2|Regular|1.0|Product0104006|3|Blue|6 x 0.5 x 0.5| | |1.3|ounces|1|inches|1|High|91.95|199.95|2007-03-02 00:00:00.000||On||
52|104007|WWI 2GB Pulse Smart pen M100 Silver|Record and link audio to be written, listen to recordings, share notes and recording with computer|4|Wide World Importers|Wide World Importers|2|Regular|1.0|Product0104007|7|Silver|6 x 0.5 x 0.5| | |2.2|ounces|1|inches|1|High|91.95|199.95|2007-03-02 00:00:00.000||On||
53|104008|WWI 4GB Video Recording Pen X200 Black|640 x 480 VGA audio video pen, business portable recorder, about 3 hours recording|4|Wide World Importers|Wide World Importers|3|Deluxe|3.0|Product0104008|2|Black|150X1x15| | |30.0|grams|2|mm|1|High|98.07|296.0|2008-06-07 00:00:00.000||On||
54|104009|WWI 4GB Video Recording Pen X200 Red|640 x 480 VGA audio video pen, business portable recorder, about 3 hours recording|4|Wide World Importers|Wide World Importers|3|Deluxe|1.0|Product0104009|6|Red|5.1  x 2.4  x 3.9 | | |30.0|grams|2|mm|1|High|98.07|296.0|2008-06-07 00:00:00.000||On||
55|104010|WWI 4GB Video Recording Pen X200 Pink|640 x 480 VGA audio video pen, business portable recorder, about 3 hours recording|4|Wide World Importers|Wide World Importers|3|Deluxe|2.0|Product0104010|10|Pink|3.8 x 5.5 x 1.8| | |2.2|ounces|1|inches|1|High|98.07|296.0|2008-06-07 00:00:00.000||On||
56|104011|WWI 4GB Video Recording Pen X200 Yellow|640 x 480 VGA audio video pen, business portable recorder, about 3 hours recording|4|Wide World Importers|Wide World Importers|3|Deluxe|1.0|Product0104011|13|Yellow|2.5 x 0.5 x 1| | |1.3|ounces|1|inches|1|High|98.07|296.0|2008-06-07 00:00:00.000||On||
57|104012|WWI 1GB Digital Voice Recorder Pen E100 Black|Voice recorder, MP3 player, USB flash drive, 64 hours recording|4|Wide World Importers|Wide World Importers|1|Economy|2.0|Product0104012|2|Black|150X1x15| | |30.0|grams|2|mm|1|High|79.53|156.0|2008-01-21 00:00:00.000||On||
58|104013|WWI 1GB Digital Voice Recorder Pen E100 Red|Voice recorder, MP3 player, USB flash drive, 64 hours recording|4|Wide World Importers|Wide World Importers|1|Economy|1.0|Product0104013|6|Red|6 x 0.5 x 0.5|||1.3|ounces|1|inches|1|High|79.53|156.0|2008-01-21 00:00:00.000||On||
59|104014|WWI 1GB Digital Voice Recorder Pen E100 Pink|Voice recorder, MP3 player, USB flash drive, 64 hours recording|4|Wide World Importers|Wide World Importers|1|Economy|1.0|Product0104014|10|Pink|6 x 0.5 x 0.5|||2.2|ounces|1|inches|1|High|79.53|156.0|2008-01-21 00:00:00.000||On||
60|104015|WWI 1GB Digital Voice Recorder Pen E100 White|Voice recorder, MP3 player, USB flash drive, 64 hours recording|4|Wide World Importers|Wide World Importers|1|Economy|1.0|Product0104015|8|White|150X1x15|||30.0|grams|2|mm|1|High|79.53|156.0|2008-01-21 00:00:00.000||On||
61|104016|WWI 2GB Spy Video Recorder Pen M300 Black|2GB flash memory, USB driver, continuous recording until memory full, as spy cameras, hidden cameras|4|Wide World Importers|Wide World Importers|2|Regular|1.0|Product0104016|2|Black|5.1  x 2.4  x 3.9 |||30.0|grams|2|mm|1|High|83.24|181.0|2009-02-11 00:00:00.000||On||
62|104017|WWI 2GB Spy Video Recorder Pen M300 White|2GB flash memory, USB driver, continuous recording until memory full, as spy cameras, hidden cameras|4|Wide World Importers|Wide World Importers|2|Regular|1.0|Product0104017|8|White|3.8 x 5.5 x 1.8|||2.2|ounces|1|inches|1|High|83.24|181.0|2009-02-11 00:00:00.000||On||
63|104018|WWI 2GB Spy Video Recorder Pen M300 Blue|2GB flash memory, USB driver, continuous recording until memory full, as spy cameras, hidden cameras|4|Wide World Importers|Wide World Importers|2|Regular|1.0|Product0104018|3|Blue|6 x 0.5 x 0.5|||1.3|ounces|1|inches|1|High|83.24|181.0|2009-02-11 00:00:00.000||On||
64|104019|WWI 2GB Spy Video Recorder Pen M300 Silver|2GB flash memory, USB driver, continuous recording until memory full, as spy cameras, hidden cameras|4|Wide World Importers|Wide World Importers|2|Regular|1.0|Product0104019|7|Silver|6 x 0.5 x 0.5|||2.2|ounces|1|inches|1|High|83.24|181.0|2009-02-11 00:00:00.000||On||
65|104020|WWI 2GB Spy Video Recorder Pen M300 Purple|2GB flash memory, USB driver, continuous recording until memory full, as spy cameras, hidden cameras|4|Wide World Importers|Wide World Importers|2|Regular|5.0|Product0104020|5|Purple|150X1x15|||30.0|grams|2|mm|1|High|83.24|181.0|2009-02-11 00:00:00.000||On||
66|106001|NT Bluetooth Stereo Headphones E52 Blue|Seamlessly integrates wireless mobile music and calls|6|Northwind Traders|Northwind Traders|1|Economy|1.0|Product0106001|3|Blue|5.1 x 1.8 x 4.9|||1.1|ounces|1|inches|2|Mid|13.1|25.69|2005-04-01 00:00:00.000||On||
67|106002|NT Bluetooth Stereo Headphones E52 Black|Seamlessly integrates wireless mobile music and calls|6|Northwind Traders|Northwind Traders|1|Economy|1.0|Product0106002|2|Black|9 x 6.8 x 4.3|||6.6|ounces|1|inches|2|Mid|13.1|25.69|2005-04-01 00:00:00.000||On||
68|106003|NT Bluetooth Stereo Headphones E52 Yellow|Seamlessly integrates wireless mobile music and calls|6|Northwind Traders|Northwind Traders|1|Economy|1.0|Product0106003|13|Yellow|1 x 1 x 1|||1.6|ounces|1|inches|2|Mid|13.1|25.69|2005-04-01 00:00:00.000||On||
69|106004|NT Bluetooth Stereo Headphones E52 Pink|Seamlessly integrates wireless mobile music and calls|6|Northwind Traders|Northwind Traders|1|Economy|3.0|Product0106004|10|Pink|9 x 6.8 x 4.3|||6.6|ounces|1|inches|2|Mid|13.1|25.69|2005-04-01 00:00:00.000||On||
70|106005|NT Wireless Bluetooth Stereo Headphones E102 Silver|Wireless range beyond 10 meters, MP3-quality stereo sound|6|Northwind Traders|Northwind Traders|1|Economy|2.0|Product0106005|7|Silver|8 x 6.7 x 2.2|||9.6|ounces|1|inches|2|Mid|22.05|47.95|2007-02-12 00:00:00.000||On||
71|106006|NT Wireless Bluetooth Stereo Headphones E102 Black|Wireless range beyond 10 meters, MP3-quality stereo sound|6|Northwind Traders|Northwind Traders|1|Economy|3.0|Product0106006|2|Black|5 x 9 x 7|||2.1|pounds|1|inches|2|Mid|22.05|47.95|2007-02-12 00:00:00.000||On||
72|106007|NT Wireless Bluetooth Stereo Headphones E102 Blue|Wireless range beyond 10 meters, MP3-quality stereo sound|6|Northwind Traders|Northwind Traders|1|Economy|5.0|Product0106007|3|Blue|5 x 9 x 7|||2.1|pounds|1|inches|2|Mid|22.05|47.95|2007-02-12 00:00:00.000||On||
73|106008|NT Wireless Bluetooth Stereo Headphones E102 White|Wireless range beyond 10 meters, MP3-quality stereo sound|6|Northwind Traders|Northwind Traders|1|Economy|2.0|Product0106008|8|White|5.7 x 3.6 x 9.2|||1.2|pounds|1|inches|2|Mid|22.05|47.95|2007-02-12 00:00:00.000||On||
74|106009|NT Bluetooth Active Headphones E202 Black|Wireless range up10 meters, beyond 7-hour talking time.|6|Northwind Traders|Northwind Traders|1|Economy|3.0|Product0106009|2|Black|5 x 6 x 2|||1.5|pounds|1|inches|2|Mid|17.45|37.95|2008-04-05 00:00:00.000||On||
75|106010|NT Bluetooth Active Headphones E202 White|Wireless range up10 meters, beyond 7-hour talking time.|6|Northwind Traders|Northwind Traders|1|Economy|1.0|Product0106010|8|White|10.4 x 8.1 x 3.1|| |11.4|ounces|1|inches|2|Mid|17.45|37.95|2007-05-14 00:00:00.000||On||
76|106011|NT Bluetooth Active Headphones E202 Red|Wireless range up10 meters, beyond 7-hour talking time.|6|Northwind Traders|Northwind Traders|1|Economy|3.0|Product0106011|6|Red|5.6 x 3.5 x 9.1|| |1.0|pounds|1|inches|2|Mid|17.45|37.95|2007-05-14 00:00:00.000||On||
77|106012|NT Bluetooth Active Headphones E202 Silver|Wireless range up10 meters, beyond 7-hour talking time.|6|Northwind Traders|Northwind Traders|1|Economy|2.0|Product0106012|7|Silver|1.81x 3.5 x  0.86 || |29.0|grams|1|inches|2|Mid|17.45|37.95|2007-05-14 00:00:00.000||On||
78|106013|NT Wireless Bluetooth Stereo Headphones E302 Silver|Built-In Microphone, integrated headphone button to play/pause|6|Northwind Traders|Northwind Traders|1|Economy|1.0|Product0106013|7|Silver|5.5x 6.5 x 2.5| | |1.5|pounds|1|inches|2|Mid|18.65|40.55|2007-07-19 00:00:00.000||On||
79|106014|NT Wireless Bluetooth Stereo Headphones E302 White|Built-In Microphone, integrated headphone button to play/pause|6|Northwind Traders|Northwind Traders|1|Economy|1.0|Product0106014|8|White|10.4 x 5.3 x 2.3| | |1.0|pounds|1|inches|2|Mid|18.65|40.55|2007-07-19 00:00:00.000||On||
80|106015|NT Wireless Bluetooth Stereo Headphones E302 Yellow|Built-In Microphone, integrated headphone button to play/pause|6|Northwind Traders|Northwind Traders|1|Economy|1.0|Product0106015|13|Yellow|5 x 5 x 2| | |9.6|ounces|1|inches|2|Mid|18.65|40.55|2007-07-19 00:00:00.000||On||
81|106016|NT Wireless Bluetooth Stereo Headphones E302 Black|Built-In Microphone, integrated headphone button to play/pause|6|Northwind Traders|Northwind Traders|1|Economy|1.0|Product0106016|2|Black|1.81x 1 x 0.86| | |29.0|grams|1|inches|2|Mid|18.65|40.55|2007-07-19 00:00:00.000||On||
82|106017|NT Wireless Bluetooth Stereo Headphones E302 Pink|Built-In Microphone, integrated headphone button to play/pause|6|Northwind Traders|Northwind Traders|1|Economy|1.0|Product0106017|10|Pink|9.7 x 5.2 x 2.7| | |1.0|pounds|1|inches|2|Mid|18.65|40.55|2007-07-19 00:00:00.000||On||
83|106018|NT Wireless Bluetooth Stereo Headphones M402 Silver|Wireless range extends to 165 feet, beyond 8 hours per charge|6|Northwind Traders|Northwind Traders|2|Regular|1.0|Product0106018|7|Silver|2.8 x 9 x 6.3| | |3.0|pounds|1|inches|2|Mid|45.98|99.99|2008-06-05 00:00:00.000||On||
84|106019|NT Wireless Bluetooth Stereo Headphones M402 Red|Wireless range extends to 165 feet, beyond 8 hours per charge|6|Northwind Traders|Northwind Traders|2|Regular|1.0|Product0106019|6|Red|11 x 7.7 x 2.5| | |1.2|pounds|1|inches|2|Mid|45.98|99.99|2008-06-05 00:00:00.000||On||
